 ,X,Y,Value
6677,6354,3205,255
6678,7417,3205,255
6679,9159,3205,255
6680,6353,3206,255
6681,7416,3206,255
6682,7417,3206,255
6683,9159,3206,255
6684,6353,3207,255
6685,7415,3207,255
6686,7416,3207,255
6687,9159,3207,255
6688,6352,3208,255
6689,7414,3208,255
6690,7415,3208,255
6691,9159,3208,255
6692,6351,3209,255
6693,7413,3209,255
6694,7414,3209,255
6695,9159,3209,255
6696,6351,3210,255
6697,7413,3210,255
6698,9159,3210,255
6699,6350,3211,255
6700,7412,3211,255
6701,9159,3211,255
6702,6349,3212,255
6703,7411,3212,255
6704,9159,3212,255
6705,6349,3213,255
6706,7410,3213,255
6707,7411,3213,255
6708,9159,3213,255
6709,6348,3214,255
6710,7409,3214,255
6711,7410,3214,255
6712,9159,3214,255
6713,6347,3215,255
6714,7408,3215,255
6715,7409,3215,255
6716,9159,3215,255
6717,6347,3216,255
6718,7407,3216,255
6719,7408,3216,255
6720,9159,3216,255
6721,6346,3217,255
6722,7406,3217,255
6723,7407,3217,255
6724,9159,3217,255
6725,6345,3218,255
6726,7405,3218,255
6727,7406,3218,255
6728,9159,3218,255
6729,6345,3219,255
6730,7404,3219,255
6731,7405,3219,255
6732,9159,3219,255
6733,6344,3220,255
6734,7404,3220,255
6735,9159,3220,255
6736,6343,3221,255
6737,7403,3221,255
6738,9159,3221,255
6739,6343,3222,255
6740,7402,3222,255
6741,9159,3222,255
6742,6342,3223,255
6743,7401,3223,255
6744,7402,3223,255
6745,9159,3223,255
6746,6341,3224,255
6747,7400,3224,255
6748,7401,3224,255
6749,9159,3224,255
6750,6341,3225,255
6751,7399,3225,255
6752,7400,3225,255
6753,9159,3225,255
6754,6340,3226,255
6755,7398,3226,255
6756,7399,3226,255
6757,9159,3226,255
6758,6339,3227,255
6759,7397,3227,255
6760,7398,3227,255
6761,9159,3227,255
6762,6339,3228,255
6763,7396,3228,255
6764,7397,3228,255
6765,9159,3228,255
6766,6338,3229,255
6767,7395,3229,255
6768,7396,3229,255
6769,9159,3229,255
6770,6337,3230,255
6771,7394,3230,255
6772,7395,3230,255
6773,9159,3230,255
6774,6336,3231,255
6775,7394,3231,255
6776,9159,3231,255
6777,6336,3232,255
6778,7393,3232,255
6779,9159,3232,255
6780,6335,3233,255
6781,7392,3233,255
6782,9159,3233,255
6783,6334,3234,255
6784,7391,3234,255
6785,9159,3234,255
6786,6334,3235,255
6787,7390,3235,255
6788,7391,3235,255
6789,9159,3235,255
6790,6333,3236,255
6791,7389,3236,255
6792,7390,3236,255
6793,9159,3236,255
6794,6332,3237,255
6795,7388,3237,255
6796,7389,3237,255
6797,9159,3237,255
6798,6332,3238,255
6799,7387,3238,255
6800,7388,3238,255
6801,9159,3238,255
6802,6331,3239,255
6803,7386,3239,255
6804,7387,3239,255
6805,9159,3239,255
6806,6330,3240,255
6807,7385,3240,255
6808,7386,3240,255
6809,9159,3240,255
6810,6329,3241,255
6811,7384,3241,255
6812,7385,3241,255
6813,9159,3241,255
6814,6329,3242,255
6815,7383,3242,255
6816,7384,3242,255
6817,9159,3242,255
6818,6328,3243,255
6819,7382,3243,255
6820,7383,3243,255
6821,9159,3243,255
6822,6327,3244,255
6823,7381,3244,255
6824,7382,3244,255
6825,9159,3244,255
6826,6327,3245,255
6827,7380,3245,255
6828,7381,3245,255
6829,9159,3245,255
6830,6326,3246,255
6831,7379,3246,255
6832,7380,3246,255
6833,9159,3246,255
6834,6325,3247,255
6835,7379,3247,255
6836,9159,3247,255
6837,6324,3248,255
6838,7378,3248,255
6839,9159,3248,255
6840,6324,3249,255
6841,7377,3249,255
6842,9159,3249,255
6843,6323,3250,255
6844,7376,3250,255
6845,9159,3250,255
6846,6322,3251,255
6847,7375,3251,255
6848,9159,3251,255
6849,6322,3252,255
6850,7374,3252,255
6851,9159,3252,255
6852,6321,3253,255
6853,7373,3253,255
6854,7374,3253,255
6855,9159,3253,255
6856,6320,3254,255
6857,7372,3254,255
6858,7373,3254,255
6859,9159,3254,255
6860,6319,3255,255
6861,7371,3255,255
6862,7372,3255,255
6863,9159,3255,255
6864,6319,3256,255
6865,7370,3256,255
6866,7371,3256,255
6867,9159,3256,255
6868,6318,3257,255
6869,7369,3257,255
6870,7370,3257,255
6871,9159,3257,255
6872,6317,3258,255
6873,7368,3258,255
6874,7369,3258,255
6875,9159,3258,255
6876,6316,3259,255
6877,6317,3259,255
6878,7367,3259,255
6879,7368,3259,255
6880,9159,3259,255
6881,6316,3260,255
6882,7366,3260,255
6883,7367,3260,255
6884,9159,3260,255
6885,6315,3261,255
6886,7365,3261,255
6887,7366,3261,255
6888,9159,3261,255
6889,6314,3262,255
6890,7364,3262,255
6891,7365,3262,255
6892,9159,3262,255
6893,6314,3263,255
6894,7363,3263,255
6895,7364,3263,255
6896,9159,3263,255
6897,6313,3264,255
6898,7362,3264,255
6899,7363,3264,255
6900,9159,3264,255
6901,6312,3265,255
6902,7361,3265,255
6903,7362,3265,255
6904,9159,3265,255
6905,6311,3266,255
6906,7360,3266,255
6907,7361,3266,255
6908,9159,3266,255
6909,6311,3267,255
6910,7359,3267,255
6911,7360,3267,255
6912,9159,3267,255
6913,6310,3268,255
6914,7358,3268,255
6915,7359,3268,255
6916,9159,3268,255
6917,6309,3269,255
6918,7357,3269,255
6919,7358,3269,255
6920,9159,3269,255
6921,6308,3270,255
6922,7356,3270,255
6923,7357,3270,255
6924,9159,3270,255
6925,6308,3271,255
6926,7355,3271,255
6927,7356,3271,255
6928,9159,3271,255
6929,6307,3272,255
6930,7354,3272,255
6931,7355,3272,255
6932,9159,3272,255
6933,6306,3273,255
6934,7353,3273,255
6935,7354,3273,255
6936,9159,3273,255
6937,6305,3274,255
6938,7352,3274,255
6939,7353,3274,255
6940,9159,3274,255
6941,6305,3275,255
6942,7351,3275,255
6943,7352,3275,255
6944,9159,3275,255
6945,6304,3276,255
6946,7350,3276,255
6947,7351,3276,255
6948,9159,3276,255
6949,6303,3277,255
6950,7349,3277,255
6951,7350,3277,255
6952,9159,3277,255
6953,6302,3278,255
6954,7348,3278,255
6955,7349,3278,255
6956,9159,3278,255
6957,6302,3279,255
6958,7347,3279,255
6959,9159,3279,255
6960,6301,3280,255
6961,7346,3280,255
6962,9159,3280,255
6963,6300,3281,255
6964,7345,3281,255
6965,9159,3281,255
6966,6299,3282,255
6967,7344,3282,255
6968,9159,3282,255
6969,6298,3283,255
6970,6299,3283,255
6971,7343,3283,255
6972,9159,3283,255
6973,6298,3284,255
6974,7341,3284,255
6975,7342,3284,255
6976,9159,3284,255
6977,6297,3285,255
6978,7340,3285,255
6979,7341,3285,255
6980,9159,3285,255
6981,6296,3286,255
6982,7339,3286,255
6983,7340,3286,255
6984,9159,3286,255
6985,6295,3287,255
6986,6296,3287,255
6987,7338,3287,255
6988,7339,3287,255
6989,9159,3287,255
6990,6295,3288,255
6991,7337,3288,255
6992,7338,3288,255
6993,9159,3288,255
6994,6294,3289,255
6995,7336,3289,255
6996,7337,3289,255
6997,9159,3289,255
6998,6293,3290,255
6999,7335,3290,255
7000,7336,3290,255
7001,9159,3290,255
7002,6292,3291,255
7003,6293,3291,255
7004,7334,3291,255
7005,7335,3291,255
7006,9159,3291,255
7007,6292,3292,255
7008,7333,3292,255
7009,7334,3292,255
7010,9159,3292,255
7011,6291,3293,255
7012,7332,3293,255
7013,7333,3293,255
7014,9159,3293,255
7015,6290,3294,255
7016,7331,3294,255
7017,7332,3294,255
7018,9159,3294,255
7019,6289,3295,255
7020,7330,3295,255
7021,7331,3295,255
7022,9159,3295,255
7023,6288,3296,255
7024,6289,3296,255
7025,7329,3296,255
7026,7330,3296,255
7027,9159,3296,255
7028,6288,3297,255
7029,7328,3297,255
7030,7329,3297,255
7031,9159,3297,255
7032,6287,3298,255
7033,7327,3298,255
7034,9159,3298,255
7035,6286,3299,255
7036,7325,3299,255
7037,7326,3299,255
7038,9159,3299,255
7039,6285,3300,255
7040,6286,3300,255
7041,7324,3300,255
7042,7325,3300,255
7043,9159,3300,255
7044,6285,3301,255
7045,7323,3301,255
7046,7324,3301,255
7047,9159,3301,255
7048,6284,3302,255
7049,7322,3302,255
7050,7323,3302,255
7051,9159,3302,255
7052,6283,3303,255
7053,7321,3303,255
7054,7322,3303,255
7055,9159,3303,255
7056,6282,3304,255
7057,7320,3304,255
7058,7321,3304,255
7059,9159,3304,255
7060,6281,3305,255
7061,6282,3305,255
7062,7319,3305,255
7063,7320,3305,255
7064,9159,3305,255
7065,6281,3306,255
7066,7318,3306,255
7067,7319,3306,255
7068,9159,3306,255
7069,6280,3307,255
7070,7317,3307,255
7071,7318,3307,255
7072,9159,3307,255
7073,6279,3308,255
7074,7316,3308,255
7075,9159,3308,255
7076,6278,3309,255
7077,6279,3309,255
7078,7315,3309,255
7079,9159,3309,255
7080,6277,3310,255
7081,6278,3310,255
7082,7313,3310,255
7083,7314,3310,255
7084,9159,3310,255
7085,6277,3311,255
7086,7312,3311,255
7087,7313,3311,255
7088,9159,3311,255
7089,6276,3312,255
7090,7311,3312,255
7091,7312,3312,255
7092,9159,3312,255
7093,6275,3313,255
7094,7310,3313,255
7095,7311,3313,255
7096,9159,3313,255
7097,6274,3314,255
7098,6275,3314,255
7099,7309,3314,255
7100,7310,3314,255
7101,9159,3314,255
7102,6273,3315,255
7103,6274,3315,255
7104,7308,3315,255
7105,7309,3315,255
7106,9159,3315,255
7107,6273,3316,255
7108,7307,3316,255
7109,9159,3316,255
7110,6272,3317,255
7111,7305,3317,255
7112,7306,3317,255
7113,9159,3317,255
7114,6271,3318,255
7115,7304,3318,255
7116,7305,3318,255
7117,9159,3318,255
7118,6270,3319,255
7119,6271,3319,255
7120,7303,3319,255
7121,7304,3319,255
7122,9159,3319,255
7123,6269,3320,255
7124,6270,3320,255
7125,7302,3320,255
7126,7303,3320,255
7127,9159,3320,255
7128,6269,3321,255
7129,7301,3321,255
7130,7302,3321,255
7131,9159,3321,255
7132,6268,3322,255
7133,7300,3322,255
7134,7301,3322,255
7135,9159,3322,255
7136,6267,3323,255
7137,7299,3323,255
7138,9159,3323,255
7139,6266,3324,255
7140,7298,3324,255
7141,9159,3324,255
7142,6265,3325,255
7143,6266,3325,255
7144,7296,3325,255
7145,7297,3325,255
7146,9159,3325,255
7147,6264,3326,255
7148,6265,3326,255
7149,7295,3326,255
7150,7296,3326,255
7151,9159,3326,255
7152,6264,3327,255
7153,7294,3327,255
7154,7295,3327,255
7155,9159,3327,255
7156,6263,3328,255
7157,7293,3328,255
7158,7294,3328,255
7159,9159,3328,255
7160,6262,3329,255
7161,7292,3329,255
7162,9159,3329,255
7163,6261,3330,255
7164,6262,3330,255
7165,7290,3330,255
7166,7291,3330,255
7167,9159,3330,255
7168,6260,3331,255
7169,6261,3331,255
7170,7289,3331,255
7171,7290,3331,255
7172,9159,3331,255
7173,6260,3332,255
7174,7288,3332,255
7175,7289,3332,255
7176,9159,3332,255
7177,6259,3333,255
7178,7287,3333,255
7179,7288,3333,255
7180,9159,3333,255
7181,6258,3334,255
7182,7286,3334,255
7183,7287,3334,255
7184,9159,3334,255
7185,6257,3335,255
7186,7285,3335,255
7187,9159,3335,255
7188,6256,3336,255
7189,6257,3336,255
7190,7283,3336,255
7191,7284,3336,255
7192,9159,3336,255
7193,6255,3337,255
7194,6256,3337,255
7195,7282,3337,255
7196,7283,3337,255
7197,9159,3337,255
7198,6254,3338,255
7199,6255,3338,255
7200,7281,3338,255
7201,7282,3338,255
7202,9159,3338,255
7203,6254,3339,255
7204,7280,3339,255
7205,7281,3339,255
7206,9159,3339,255
7207,6253,3340,255
7208,7279,3340,255
7209,9159,3340,255
7210,6252,3341,255
7211,7277,3341,255
7212,7278,3341,255
7213,9159,3341,255
7214,6251,3342,255
7215,6252,3342,255
7216,7276,3342,255
7217,7277,3342,255
7218,9159,3342,255
7219,6250,3343,255
7220,6251,3343,255
7221,7275,3343,255
7222,7276,3343,255
7223,9159,3343,255
7224,6249,3344,255
7225,6250,3344,255
7226,7274,3344,255
7227,9159,3344,255
7228,6249,3345,255
7229,7272,3345,255
7230,7273,3345,255
7231,9159,3345,255
7232,6248,3346,255
7233,7271,3346,255
7234,7272,3346,255
7235,9159,3346,255
7236,6247,3347,255
7237,7270,3347,255
7238,7271,3347,255
7239,9159,3347,255
7240,6246,3348,255
7241,6247,3348,255
7242,7269,3348,255
7243,7270,3348,255
7244,9159,3348,255
7245,6245,3349,255
7246,6246,3349,255
7247,7268,3349,255
7248,9159,3349,255
7249,6244,3350,255
7250,6245,3350,255
7251,7266,3350,255
7252,7267,3350,255
7253,9159,3350,255
7254,6243,3351,255
7255,6244,3351,255
7256,7265,3351,255
7257,7266,3351,255
7258,9159,3351,255
7259,6243,3352,255
7260,7264,3352,255
7261,7265,3352,255
7262,9159,3352,255
7263,6242,3353,255
7264,7263,3353,255
7265,9159,3353,255
7266,6241,3354,255
7267,7261,3354,255
7268,7262,3354,255
7269,9159,3354,255
7270,6240,3355,255
7271,6241,3355,255
7272,7260,3355,255
7273,7261,3355,255
7274,9159,3355,255
7275,6239,3356,255
7276,6240,3356,255
7277,7259,3356,255
7278,9159,3356,255
7279,6238,3357,255
7280,6239,3357,255
7281,7258,3357,255
7282,9159,3357,255
7283,6237,3358,255
7284,6238,3358,255
7285,7256,3358,255
7286,7257,3358,255
7287,9159,3358,255
7288,6237,3359,255
7289,7255,3359,255
7290,7256,3359,255
7291,9159,3359,255
7292,6236,3360,255
7293,7254,3360,255
7294,9159,3360,255
7295,6235,3361,255
7296,7252,3361,255
7297,7253,3361,255
7298,9159,3361,255
7299,6234,3362,255
7300,6235,3362,255
7301,7251,3362,255
7302,7252,3362,255
7303,9159,3362,255
7304,6233,3363,255
7305,6234,3363,255
7306,7250,3363,255
7307,9159,3363,255
7308,6232,3364,255
7309,6233,3364,255
7310,7249,3364,255
7311,9159,3364,255
7312,6231,3365,255
7313,6232,3365,255
7314,7247,3365,255
7315,7248,3365,255
7316,9159,3365,255
7317,6230,3366,255
7318,6231,3366,255
7319,7246,3366,255
7320,7247,3366,255
7321,9159,3366,255
7322,6230,3367,255
7323,7245,3367,255
7324,9159,3367,255
7325,6229,3368,255
7326,7243,3368,255
7327,7244,3368,255
7328,9159,3368,255
7329,6228,3369,255
7330,7242,3369,255
7331,7243,3369,255
7332,9159,3369,255
7333,6227,3370,255
7334,6228,3370,255
7335,7241,3370,255
7336,9159,3370,255
7337,6226,3371,255
7338,6227,3371,255
7339,7239,3371,255
7340,7240,3371,255
7341,9159,3371,255
7342,6225,3372,255
7343,6226,3372,255
7344,7238,3372,255
7345,7239,3372,255
7346,9159,3372,255
7347,6224,3373,255
7348,6225,3373,255
7349,7237,3373,255
7350,9159,3373,255
7351,6223,3374,255
7352,6224,3374,255
7353,7235,3374,255
7354,7236,3374,255
7355,9159,3374,255
7356,6223,3375,255
7357,7234,3375,255
7358,7235,3375,255
7359,9159,3375,255
7360,6222,3376,255
7361,7233,3376,255
7362,9159,3376,255
7363,6221,3377,255
7364,7231,3377,255
7365,7232,3377,255
7366,9159,3377,255
7367,6220,3378,255
7368,7230,3378,255
7369,7231,3378,255
7370,9159,3378,255
7371,6219,3379,255
7372,6220,3379,255
7373,7229,3379,255
7374,9159,3379,255
7375,6218,3380,255
7376,6219,3380,255
7377,7227,3380,255
7378,7228,3380,255
7379,9159,3380,255
7380,6217,3381,255
7381,6218,3381,255
7382,7226,3381,255
7383,7227,3381,255
7384,9159,3381,255
7385,6216,3382,255
7386,6217,3382,255
7387,7225,3382,255
7388,9159,3382,255
7389,6215,3383,255
7390,6216,3383,255
7391,7223,3383,255
7392,7224,3383,255
7393,9159,3383,255
7394,6214,3384,255
7395,6215,3384,255
7396,7222,3384,255
7397,9159,3384,255
7398,6214,3385,255
7399,7221,3385,255
7400,9159,3385,255
7401,6213,3386,255
7402,7219,3386,255
7403,7220,3386,255
7404,9159,3386,255
7405,6212,3387,255
7406,7218,3387,255
7407,9159,3387,255
7408,6211,3388,255
7409,6212,3388,255
7410,7216,3388,255
7411,7217,3388,255
7412,9159,3388,255
7413,6210,3389,255
7414,6211,3389,255
7415,7215,3389,255
7416,9159,3389,255
7417,6209,3390,255
7418,6210,3390,255
7419,7214,3390,255
7420,9159,3390,255
7421,6208,3391,255
7422,6209,3391,255
7423,7212,3391,255
7424,7213,3391,255
7425,9159,3391,255
7426,6207,3392,255
7427,6208,3392,255
7428,7211,3392,255
7429,9159,3392,255
7430,6206,3393,255
7431,6207,3393,255
7432,7209,3393,255
7433,7210,3393,255
7434,9159,3393,255
7435,6205,3394,255
7436,6206,3394,255
7437,7208,3394,255
7438,9159,3394,255
7439,6204,3395,255
7440,6205,3395,255
7441,7207,3395,255
7442,9159,3395,255
7443,6203,3396,255
7444,6204,3396,255
7445,7205,3396,255
7446,7206,3396,255
7447,9159,3396,255
7448,6203,3397,255
7449,7204,3397,255
7450,9159,3397,255
7451,6202,3398,255
7452,7202,3398,255
7453,7203,3398,255
7454,9159,3398,255
7455,6201,3399,255
7456,7201,3399,255
7457,9159,3399,255
7458,6200,3400,255
7459,7199,3400,255
7460,7200,3400,255
7461,9159,3400,255
7462,6199,3401,255
7463,6200,3401,255
7464,7198,3401,255
7465,9159,3401,255
7466,6198,3402,255
7467,6199,3402,255
7468,7197,3402,255
7469,9159,3402,255
7470,6197,3403,255
7471,6198,3403,255
7472,7195,3403,255
7473,7196,3403,255
7474,9159,3403,255
7475,6196,3404,255
7476,6197,3404,255
7477,7194,3404,255
7478,9159,3404,255
7479,6195,3405,255
7480,6196,3405,255
7481,7192,3405,255
7482,7193,3405,255
7483,9159,3405,255
7484,6194,3406,255
7485,6195,3406,255
7486,7191,3406,255
7487,9159,3406,255
7488,6193,3407,255
7489,6194,3407,255
7490,7189,3407,255
7491,7190,3407,255
7492,9159,3407,255
7493,6192,3408,255
7494,6193,3408,255
7495,7188,3408,255
7496,9159,3408,255
7497,6191,3409,255
7498,6192,3409,255
7499,7186,3409,255
7500,7187,3409,255
7501,9159,3409,255
7502,6190,3410,255
7503,6191,3410,255
7504,7185,3410,255
7505,9159,3410,255
7506,6189,3411,255
7507,6190,3411,255
7508,7183,3411,255
7509,7184,3411,255
7510,9159,3411,255
7511,6188,3412,255
7512,6189,3412,255
7513,7182,3412,255
7514,9159,3412,255
7515,6188,3413,255
7516,7180,3413,255
7517,7181,3413,255
7518,9159,3413,255
7519,6187,3414,255
7520,7179,3414,255
7521,9159,3414,255
7522,6186,3415,255
7523,7177,3415,255
7524,7178,3415,255
7525,9159,3415,255
7526,6185,3416,255
7527,7176,3416,255
7528,9159,3416,255
7529,6184,3417,255
7530,6185,3417,255
7531,7174,3417,255
7532,7175,3417,255
7533,9159,3417,255
7534,6183,3418,255
7535,6184,3418,255
7536,7172,3418,255
7537,7173,3418,255
7538,9159,3418,255
7539,6182,3419,255
7540,6183,3419,255
7541,7171,3419,255
7542,7172,3419,255
7543,9159,3419,255
7544,6181,3420,255
7545,6182,3420,255
7546,7169,3420,255
7547,7170,3420,255
7548,9159,3420,255
7549,6180,3421,255
7550,6181,3421,255
7551,7168,3421,255
7552,7169,3421,255
7553,9159,3421,255
7554,6179,3422,255
7555,6180,3422,255
7556,7166,3422,255
7557,7167,3422,255
7558,9159,3422,255
7559,6178,3423,255
7560,6179,3423,255
7561,7164,3423,255
7562,7165,3423,255
7563,9159,3423,255
7564,6177,3424,255
7565,6178,3424,255
7566,7163,3424,255
7567,7164,3424,255
7568,9159,3424,255
7569,6176,3425,255
7570,6177,3425,255
7571,7161,3425,255
7572,7162,3425,255
7573,9159,3425,255
7574,6175,3426,255
7575,6176,3426,255
7576,7160,3426,255
7577,7161,3426,255
7578,9159,3426,255
7579,6174,3427,255
7580,6175,3427,255
7581,7158,3427,255
7582,7159,3427,255
7583,9159,3427,255
7584,6173,3428,255
7585,6174,3428,255
7586,7157,3428,255
7587,7158,3428,255
7588,9159,3428,255
7589,6172,3429,255
7590,6173,3429,255
7591,7155,3429,255
7592,7156,3429,255
7593,9159,3429,255
7594,6171,3430,255
7595,6172,3430,255
7596,7153,3430,255
7597,7154,3430,255
7598,9159,3430,255
7599,6170,3431,255
7600,6171,3431,255
7601,7152,3431,255
7602,7153,3431,255
7603,9159,3431,255
7604,6169,3432,255
7605,6170,3432,255
7606,7150,3432,255
7607,7151,3432,255
7608,9159,3432,255
7609,6168,3433,255
7610,6169,3433,255
7611,7148,3433,255
7612,7149,3433,255
7613,9159,3433,255
7614,6167,3434,255
7615,6168,3434,255
7616,7147,3434,255
7617,7148,3434,255
7618,9159,3434,255
7619,6166,3435,255
7620,6167,3435,255
7621,7145,3435,255
7622,7146,3435,255
7623,9159,3435,255
7624,6165,3436,255
7625,6166,3436,255
7626,7143,3436,255
7627,7144,3436,255
7628,7145,3436,255
7629,9159,3436,255
7630,6164,3437,255
7631,6165,3437,255
7632,7142,3437,255
7633,7143,3437,255
7634,9159,3437,255
7635,6163,3438,255
7636,6164,3438,255
7637,7140,3438,255
7638,7141,3438,255
7639,9159,3438,255
7640,6162,3439,255
7641,6163,3439,255
7642,7138,3439,255
7643,7139,3439,255
7644,7140,3439,255
7645,9159,3439,255
7646,6161,3440,255
7647,6162,3440,255
7648,7136,3440,255
7649,7137,3440,255
7650,7138,3440,255
7651,9159,3440,255
7652,6160,3441,255
7653,6161,3441,255
7654,7135,3441,255
7655,7136,3441,255
7656,9159,3441,255
7657,6159,3442,255
7658,6160,3442,255
7659,7133,3442,255
7660,7134,3442,255
7661,9159,3442,255
7662,6158,3443,255
7663,6159,3443,255
7664,7131,3443,255
7665,7132,3443,255
7666,9159,3443,255
7667,6157,3444,255
7668,6158,3444,255
7669,7129,3444,255
7670,7130,3444,255
7671,9159,3444,255
7672,6156,3445,255
7673,6157,3445,255
7674,7127,3445,255
7675,7128,3445,255
7676,9159,3445,255
7677,6155,3446,255
7678,6156,3446,255
7679,7125,3446,255
7680,7126,3446,255
7681,9159,3446,255
7682,6154,3447,255
7683,6155,3447,255
7684,7124,3447,255
7685,7125,3447,255
7686,9159,3447,255
7687,6153,3448,255
7688,6154,3448,255
7689,7122,3448,255
7690,7123,3448,255
7691,9159,3448,255
7692,6152,3449,255
7693,6153,3449,255
7694,7120,3449,255
7695,7121,3449,255
7696,9159,3449,255
7697,6151,3450,255
7698,6152,3450,255
7699,7118,3450,255
7700,7119,3450,255
7701,9159,3450,255
7702,6150,3451,255
7703,6151,3451,255
7704,7116,3451,255
7705,7117,3451,255
7706,9159,3451,255
7707,6149,3452,255
7708,6150,3452,255
7709,7114,3452,255
7710,7115,3452,255
7711,7116,3452,255
7712,9159,3452,255
7713,6148,3453,255
7714,6149,3453,255
7715,7112,3453,255
7716,7113,3453,255
7717,7114,3453,255
7718,9159,3453,255
7719,6147,3454,255
7720,6148,3454,255
7721,7110,3454,255
7722,7111,3454,255
7723,7112,3454,255
7724,9159,3454,255
7725,6146,3455,255
7726,6147,3455,255
7727,7109,3455,255
7728,7110,3455,255
7729,9159,3455,255
7730,6145,3456,255
7731,6146,3456,255
7732,7107,3456,255
7733,7108,3456,255
7734,9159,3456,255
7735,6144,3457,255
7736,6145,3457,255
7737,7105,3457,255
7738,7106,3457,255
7739,9159,3457,255
7740,6143,3458,255
7741,6144,3458,255
7742,7103,3458,255
7743,7104,3458,255
7744,7105,3458,255
7745,9159,3458,255
7746,6142,3459,255
7747,6143,3459,255
7748,7101,3459,255
7749,7102,3459,255
7750,7103,3459,255
7751,9159,3459,255
7752,6141,3460,255
7753,6142,3460,255
7754,7100,3460,255
7755,7101,3460,255
7756,9159,3460,255
7757,6140,3461,255
7758,6141,3461,255
7759,7098,3461,255
7760,7099,3461,255
7761,9159,3461,255
7762,6139,3462,255
7763,6140,3462,255
7764,7096,3462,255
7765,7097,3462,255
7766,7098,3462,255
7767,9159,3462,255
7768,6138,3463,255
7769,6139,3463,255
7770,7094,3463,255
7771,7095,3463,255
7772,7096,3463,255
7773,9159,3463,255
7774,6137,3464,255
7775,6138,3464,255
7776,7093,3464,255
7777,7094,3464,255
7778,9159,3464,255
7779,6136,3465,255
7780,7091,3465,255
7781,7092,3465,255
7782,9159,3465,255
7783,6135,3466,255
7784,7089,3466,255
7785,7090,3466,255
7786,7091,3466,255
7787,9159,3466,255
7788,6134,3467,255
7789,7087,3467,255
7790,7088,3467,255
7791,7089,3467,255
7792,9159,3467,255
7793,6132,3468,255
7794,6133,3468,255
7795,7086,3468,255
7796,7087,3468,255
7797,9159,3468,255
7798,6131,3469,255
7799,6132,3469,255
7800,7084,3469,255
7801,7085,3469,255
7802,7086,3469,255
7803,9159,3469,255
7804,6130,3470,255
7805,6131,3470,255
7806,7082,3470,255
7807,7083,3470,255
7808,7084,3470,255
7809,9159,3470,255
7810,6129,3471,255
7811,6130,3471,255
7812,7081,3471,255
7813,7082,3471,255
7814,9159,3471,255
7815,6128,3472,255
7816,6129,3472,255
7817,7079,3472,255
7818,7080,3472,255
7819,9159,3472,255
7820,6127,3473,255
7821,6128,3473,255
7822,7077,3473,255
7823,7078,3473,255
7824,7079,3473,255
7825,9159,3473,255
7826,6126,3474,255
7827,6127,3474,255
7828,7076,3474,255
7829,7077,3474,255
7830,9159,3474,255
7831,6125,3475,255
7832,6126,3475,255
7833,7074,3475,255
7834,7075,3475,255
7835,9159,3475,255
7836,6124,3476,255
7837,6125,3476,255
7838,7072,3476,255
7839,7073,3476,255
7840,9159,3476,255
7841,6123,3477,255
7842,6124,3477,255
7843,7071,3477,255
7844,7072,3477,255
7845,9159,3477,255
7846,6122,3478,255
7847,6123,3478,255
7848,7069,3478,255
7849,7070,3478,255
7850,9159,3478,255
7851,6121,3479,255
7852,6122,3479,255
7853,7067,3479,255
7854,7068,3479,255
7855,9159,3479,255
7856,6120,3480,255
7857,6121,3480,255
7858,7065,3480,255
7859,7066,3480,255
7860,7067,3480,255
7861,9159,3480,255
7862,6119,3481,255
7863,7064,3481,255
7864,7065,3481,255
7865,9159,3481,255
7866,6118,3482,255
7867,7062,3482,255
7868,7063,3482,255
7869,7064,3482,255
7870,9159,3482,255
7871,6116,3483,255
7872,6117,3483,255
7873,7061,3483,255
7874,7062,3483,255
7875,9159,3483,255
7876,6115,3484,255
7877,6116,3484,255
7878,7059,3484,255
7879,7060,3484,255
7880,9159,3484,255
7881,6114,3485,255
7882,6115,3485,255
7883,7057,3485,255
7884,7058,3485,255
7885,7059,3485,255
7886,9159,3485,255
7887,6113,3486,255
7888,6114,3486,255
7889,7056,3486,255
7890,7057,3486,255
7891,9159,3486,255
7892,6112,3487,255
7893,6113,3487,255
7894,7054,3487,255
7895,7055,3487,255
7896,9159,3487,255
7897,6111,3488,255
7898,6112,3488,255
7899,7053,3488,255
7900,7054,3488,255
7901,9159,3488,255
7902,6110,3489,255
7903,6111,3489,255
7904,7051,3489,255
7905,7052,3489,255
7906,9159,3489,255
7907,6109,3490,255
7908,6110,3490,255
7909,7049,3490,255
7910,7050,3490,255
7911,9159,3490,255
7912,6108,3491,255
7913,6109,3491,255
7914,7048,3491,255
7915,7049,3491,255
7916,9159,3491,255
7917,6107,3492,255
7918,6108,3492,255
7919,7046,3492,255
7920,7047,3492,255
7921,9159,3492,255
7922,6106,3493,255
7923,7045,3493,255
7924,7046,3493,255
7925,9159,3493,255
7926,6104,3494,255
7927,6105,3494,255
7928,7043,3494,255
7929,7044,3494,255
7930,9159,3494,255
7931,6103,3495,255
7932,6104,3495,255
7933,7042,3495,255
7934,9159,3495,255
7935,6102,3496,255
7936,6103,3496,255
7937,7040,3496,255
7938,7041,3496,255
7939,9159,3496,255
7940,6101,3497,255
7941,6102,3497,255
7942,7038,3497,255
7943,7039,3497,255
7944,9159,3497,255
7945,6100,3498,255
7946,6101,3498,255
7947,7037,3498,255
