 ,X,Y,Value
501,9159,828,255
502,9159,829,255
503,9159,830,255
504,9159,831,255
505,9159,832,255
506,9159,833,255
507,9159,834,255
508,9159,835,255
509,9159,836,255
510,9159,837,255
511,9159,838,255
512,9159,839,255
513,9159,840,255
514,9159,841,255
515,9159,842,255
516,9159,843,255
517,9159,844,255
518,9159,845,255
519,9159,846,255
520,9159,847,255
521,9159,848,255
522,9159,849,255
523,9159,850,255
524,9159,851,255
525,9159,852,255
526,9159,853,255
527,9159,854,255
528,9159,855,255
529,9159,856,255
530,9159,857,255
531,9159,858,255
532,9159,859,255
533,9159,860,255
534,9159,861,255
535,9159,862,255
536,9159,863,255
537,9159,864,255
538,9159,865,255
539,9159,866,255
540,9159,867,255
541,9159,868,255
542,9159,869,255
543,9159,870,255
544,9159,871,255
545,9159,872,255
546,9159,873,255
547,9159,874,255
548,9159,875,255
549,9159,876,255
550,9159,877,255
551,9159,878,255
552,9159,879,255
553,9159,880,255
554,9159,881,255
555,9159,882,255
556,9159,883,255
557,9159,884,255
558,9159,885,255
559,9159,886,255
560,9159,887,255
561,9159,888,255
562,9159,889,255
563,9159,890,255
564,9159,891,255
565,9159,892,255
566,9159,893,255
567,9159,894,255
568,9159,895,255
569,9159,896,255
570,9159,897,255
571,9159,898,255
572,9159,899,255
573,9159,900,255
574,9159,901,255
575,9159,902,255
576,9159,903,255
577,9159,904,255
578,9159,905,255
579,9159,906,255
580,9159,907,255
581,9159,908,255
582,9159,909,255
583,9159,910,255
584,9159,911,255
585,9159,912,255
586,9159,913,255
587,9159,914,255
588,9159,915,255
589,9159,916,255
590,9159,917,255
591,9159,918,255
592,9159,919,255
593,9159,920,255
594,9159,921,255
595,9159,922,255
596,9159,923,255
597,9159,924,255
598,9159,925,255
599,9159,926,255
600,9159,927,255
601,9159,928,255
602,9159,929,255
603,9159,930,255
604,9159,931,255
605,9159,932,255
606,9159,933,255
607,9159,934,255
608,9159,935,255
609,9159,936,255
610,9159,937,255
611,9159,938,255
612,9159,939,255
613,9159,940,255
614,9159,941,255
615,9159,942,255
616,9159,943,255
617,9159,944,255
618,9159,945,255
619,9159,946,255
620,9159,947,255
621,9159,948,255
622,9159,949,255
623,9159,950,255
624,9159,951,255
625,9159,952,255
626,9159,953,255
627,9159,954,255
628,9159,955,255
629,9159,956,255
630,9159,957,255
631,9159,958,255
632,9159,959,255
633,9159,960,255
634,9159,961,255
635,9159,962,255
636,9159,963,255
637,9159,964,255
638,9159,965,255
639,9159,966,255
640,9159,967,255
641,9159,968,255
642,9159,969,255
643,9159,970,255
644,9159,971,255
645,9159,972,255
646,9159,973,255
647,9159,974,255
648,9159,975,255
649,9159,976,255
650,9159,977,255
651,9159,978,255
652,9159,979,255
653,9159,980,255
654,9159,981,255
655,9159,982,255
656,9159,983,255
657,9159,984,255
658,9159,985,255
659,9159,986,255
660,9159,987,255
661,9159,988,255
662,9159,989,255
663,9159,990,255
664,9159,991,255
665,9159,992,255
666,9159,993,255
667,9159,994,255
668,9159,995,255
669,9159,996,255
670,9159,997,255
671,9159,998,255
672,9159,999,255
673,9159,1000,255
674,9159,1001,255
675,9159,1002,255
676,9159,1003,255
677,9159,1004,255
678,9159,1005,255
679,9159,1006,255
680,9159,1007,255
681,9159,1008,255
682,9159,1009,255
683,9159,1010,255
684,9159,1011,255
685,9159,1012,255
686,9159,1013,255
687,9159,1014,255
688,9159,1015,255
689,9159,1016,255
690,9159,1017,255
691,9159,1018,255
692,9159,1019,255
693,9159,1020,255
694,9159,1021,255
695,9159,1022,255
696,9159,1023,255
697,9159,1024,255
698,9159,1025,255
699,9159,1026,255
700,9159,1027,255
701,9159,1028,255
702,9159,1029,255
703,9159,1030,255
704,9159,1031,255
705,9159,1032,255
706,9159,1033,255
707,9159,1034,255
708,9159,1035,255
709,9159,1036,255
710,9159,1037,255
711,9159,1038,255
712,9159,1039,255
713,9159,1040,255
714,9159,1041,255
715,9159,1042,255
716,9159,1043,255
717,9159,1044,255
718,9159,1045,255
719,9159,1046,255
720,9159,1047,255
721,9159,1048,255
722,9159,1049,255
723,9159,1050,255
724,9159,1051,255
725,9159,1052,255
726,9159,1053,255
727,9159,1054,255
728,9159,1055,255
729,9159,1056,255
730,9159,1057,255
731,9159,1058,255
732,9159,1059,255
733,9159,1060,255
734,9159,1061,255
735,9159,1062,255
736,9159,1063,255
737,9159,1064,255
738,9159,1065,255
739,9159,1066,255
740,9159,1067,255
741,9159,1068,255
742,9159,1069,255
743,9159,1070,255
744,9159,1071,255
745,9159,1072,255
746,9159,1073,255
747,9159,1074,255
748,9159,1075,255
749,9159,1076,255
750,9159,1077,255
751,9159,1078,255
752,9159,1079,255
753,9159,1080,255
754,9159,1081,255
755,9159,1082,255
756,9159,1083,255
757,9159,1084,255
758,9159,1085,255
759,9159,1086,255
760,9159,1087,255
761,9159,1088,255
762,9159,1089,255
763,9159,1090,255
764,9159,1091,255
765,9159,1092,255
766,9159,1093,255
767,9159,1094,255
768,9159,1095,255
769,9159,1096,255
770,9159,1097,255
771,9159,1098,255
772,9159,1099,255
773,9159,1100,255
774,9159,1101,255
775,9159,1102,255
776,9159,1103,255
777,9159,1104,255
778,9159,1105,255
779,9159,1106,255
780,9159,1107,255
781,9159,1108,255
782,9159,1109,255
783,9159,1110,255
784,9159,1111,255
785,9159,1112,255
786,9159,1113,255
787,9159,1114,255
788,9159,1115,255
789,9159,1116,255
790,9159,1117,255
791,9159,1118,255
792,9159,1119,255
793,9159,1120,255
794,9159,1121,255
795,9159,1122,255
796,9159,1123,255
797,9159,1124,255
798,9159,1125,255
799,9159,1126,255
800,9159,1127,255
801,9159,1128,255
802,9159,1129,255
803,9159,1130,255
804,9159,1131,255
805,9159,1132,255
806,9159,1133,255
807,9159,1134,255
808,9159,1135,255
809,9159,1136,255
810,9159,1137,255
811,9159,1138,255
812,9159,1139,255
813,9159,1140,255
814,9159,1141,255
815,9159,1142,255
816,9159,1143,255
817,9159,1144,255
818,9159,1145,255
819,9159,1146,255
820,9159,1147,255
821,9159,1148,255
822,9159,1149,255
823,9159,1150,255
824,9159,1151,255
825,9159,1152,255
826,9159,1153,255
827,9159,1154,255
828,9159,1155,255
829,9159,1156,255
830,9159,1157,255
831,9159,1158,255
832,9159,1159,255
833,9159,1160,255
834,9159,1161,255
835,9159,1162,255
836,9159,1163,255
837,9159,1164,255
838,9159,1165,255
839,9159,1166,255
840,9159,1167,255
841,9159,1168,255
842,9159,1169,255
843,9159,1170,255
844,9159,1171,255
845,9159,1172,255
846,9159,1173,255
847,9159,1174,255
848,9159,1175,255
849,9159,1176,255
850,9159,1177,255
851,9159,1178,255
852,9159,1179,255
853,9159,1180,255
854,9159,1181,255
855,9159,1182,255
856,9159,1183,255
857,9159,1184,255
858,9159,1185,255
859,9159,1186,255
860,9159,1187,255
861,9159,1188,255
862,9159,1189,255
863,9159,1190,255
864,9159,1191,255
865,9159,1192,255
866,9159,1193,255
867,9159,1194,255
868,9159,1195,255
869,9159,1196,255
870,9159,1197,255
871,9159,1198,255
872,9159,1199,255
873,9159,1200,255
874,9159,1201,255
875,9159,1202,255
876,9159,1203,255
877,9159,1204,255
878,9159,1205,255
879,9159,1206,255
880,9159,1207,255
881,9159,1208,255
882,9159,1209,255
883,9159,1210,255
884,9159,1211,255
885,9159,1212,255
886,9159,1213,255
887,9159,1214,255
888,9159,1215,255
889,9159,1216,255
890,9159,1217,255
891,9159,1218,255
892,9159,1219,255
893,9159,1220,255
894,9159,1221,255
895,9159,1222,255
896,9159,1223,255
897,9159,1224,255
898,9159,1225,255
899,9159,1226,255
900,9159,1227,255
901,9159,1228,255
902,9159,1229,255
903,9159,1230,255
904,9159,1231,255
905,9159,1232,255
906,9159,1233,255
907,9159,1234,255
908,9159,1235,255
909,9159,1236,255
910,9159,1237,255
911,9159,1238,255
912,9159,1239,255
913,9159,1240,255
914,9159,1241,255
915,9159,1242,255
916,9159,1243,255
917,9159,1244,255
918,9159,1245,255
919,9159,1246,255
920,9159,1247,255
921,9159,1248,255
922,9159,1249,255
923,9159,1250,255
924,9159,1251,255
925,9159,1252,255
926,9159,1253,255
927,9159,1254,255
928,9159,1255,255
929,9159,1256,255
930,9159,1257,255
931,9159,1258,255
932,9159,1259,255
933,9159,1260,255
934,9159,1261,255
935,9159,1262,255
936,9159,1263,255
937,9159,1264,255
938,9159,1265,255
939,9159,1266,255
940,9159,1267,255
941,9159,1268,255
942,9159,1269,255
943,9159,1270,255
944,9159,1271,255
945,9159,1272,255
946,9159,1273,255
947,9159,1274,255
948,9159,1275,255
949,9159,1276,255
950,9159,1277,255
951,9159,1278,255
952,9159,1279,255
953,9159,1280,255
954,9159,1281,255
955,9159,1282,255
956,9159,1283,255
957,9159,1284,255
958,9159,1285,255
959,9159,1286,255
960,9159,1287,255
961,9159,1288,255
962,9159,1289,255
963,9159,1290,255
964,9159,1291,255
965,9159,1292,255
966,9159,1293,255
967,9159,1294,255
968,9159,1295,255
969,9159,1296,255
970,9159,1297,255
971,9159,1298,255
972,9159,1299,255
973,9159,1300,255
974,9159,1301,255
975,9159,1302,255
976,9159,1303,255
977,9159,1304,255
978,9159,1305,255
979,9159,1306,255
980,9159,1307,255
981,9159,1308,255
982,9159,1309,255
983,9159,1310,255
984,9159,1311,255
985,9159,1312,255
986,9159,1313,255
987,9159,1314,255
988,9159,1315,255
989,9159,1316,255
990,9159,1317,255
991,9159,1318,255
992,9159,1319,255
993,9159,1320,255
994,9159,1321,255
995,9159,1322,255
996,9159,1323,255
997,9159,1324,255
998,9159,1325,255
999,9159,1326,255
1000,9159,1327,255
1001,9159,1328,255
1002,9159,1329,255
1003,9159,1330,255
1004,9159,1331,255
1005,9159,1332,255
1006,9159,1333,255
1007,9159,1334,255
1008,9159,1335,255
1009,9159,1336,255
1010,9159,1337,255
1011,9159,1338,255
1012,9159,1339,255
1013,9159,1340,255
1014,9159,1341,255
1015,9159,1342,255
1016,9159,1343,255
1017,9159,1344,255
1018,9159,1345,255
1019,9159,1346,255
1020,9159,1347,255
1021,9159,1348,255
1022,9159,1349,255
1023,9159,1350,255
1024,9159,1351,255
1025,9159,1352,255
1026,9159,1353,255
1027,9159,1354,255
1028,9159,1355,255
1029,9159,1356,255
1030,9159,1357,255
1031,9159,1358,255
1032,9159,1359,255
1033,9159,1360,255
1034,9159,1361,255
1035,9159,1362,255
1036,9159,1363,255
1037,9159,1364,255
1038,9159,1365,255
1039,9159,1366,255
1040,9159,1367,255
1041,9159,1368,255
1042,9159,1369,255
1043,9159,1370,255
1044,9159,1371,255
1045,9159,1372,255
1046,9159,1373,255
1047,9159,1374,255
1048,9159,1375,255
1049,9159,1376,255
1050,9159,1377,255
1051,9159,1378,255
1052,9159,1379,255
1053,9159,1380,255
1054,9159,1381,255
1055,9159,1382,255
1056,9159,1383,255
1057,9159,1384,255
1058,9159,1385,255
1059,9159,1386,255
1060,9159,1387,255
1061,9159,1388,255
1062,9159,1389,255
1063,9159,1390,255
1064,9159,1391,255
1065,9159,1392,255
1066,9159,1393,255
1067,9159,1394,255
1068,9159,1395,255
1069,9159,1396,255
1070,9159,1397,255
1071,9159,1398,255
1072,9159,1399,255
1073,9159,1400,255
1074,9159,1401,255
1075,9159,1402,255
1076,9159,1403,255
1077,9159,1404,255
1078,9159,1405,255
1079,9159,1406,255
1080,9159,1407,255
1081,9159,1408,255
1082,9159,1409,255
1083,9159,1410,255
1084,9159,1411,255
1085,9159,1412,255
1086,9159,1413,255
1087,9159,1414,255
1088,9159,1415,255
1089,9159,1416,255
1090,9159,1417,255
1091,9159,1418,255
1092,9159,1419,255
1093,9159,1420,255
1094,9159,1421,255
1095,9159,1422,255
1096,9159,1423,255
1097,9159,1424,255
1098,9159,1425,255
1099,9159,1426,255
1100,9159,1427,255
1101,9159,1428,255
1102,9159,1429,255
1103,9159,1430,255
1104,9159,1431,255
1105,9159,1432,255
1106,9159,1433,255
1107,9159,1434,255
1108,9159,1435,255
1109,9159,1436,255
1110,9159,1437,255
1111,9159,1438,255
1112,9159,1439,255
1113,9159,1440,255
1114,9159,1441,255
1115,9159,1442,255
1116,9159,1443,255
1117,9159,1444,255
1118,9159,1445,255
1119,9159,1446,255
1120,9159,1447,255
1121,9159,1448,255
1122,9159,1449,255
1123,9159,1450,255
1124,9159,1451,255
1125,9159,1452,255
1126,9159,1453,255
1127,9159,1454,255
1128,9159,1455,255
1129,9159,1456,255
1130,9159,1457,255
1131,9159,1458,255
1132,9159,1459,255
1133,9159,1460,255
1134,9159,1461,255
1135,9159,1462,255
1136,9159,1463,255
1137,9159,1464,255
1138,9159,1465,255
1139,9159,1466,255
1140,9159,1467,255
1141,9159,1468,255
1142,9159,1469,255
1143,9159,1470,255
1144,9159,1471,255
1145,9159,1472,255
1146,9159,1473,255
1147,9159,1474,255
1148,9159,1475,255
1149,9159,1476,255
1150,9159,1477,255
1151,9159,1478,255
1152,9159,1479,255
1153,9159,1480,255
1154,9159,1481,255
1155,9159,1482,255
1156,9159,1483,255
1157,9159,1484,255
1158,9159,1485,255
1159,9159,1486,255
1160,9159,1487,255
1161,9159,1488,255
1162,9159,1489,255
1163,9159,1490,255
1164,9159,1491,255
1165,9159,1492,255
1166,9159,1493,255
1167,9159,1494,255
1168,9159,1495,255
1169,9159,1496,255
1170,9159,1497,255
1171,9159,1498,255
1172,9159,1499,255
1173,9159,1500,255
1174,9159,1501,255
1175,9159,1502,255
1176,9159,1503,255
1177,9159,1504,255
1178,9159,1505,255
1179,9159,1506,255
1180,9159,1507,255
1181,9159,1508,255
1182,9159,1509,255
1183,9159,1510,255
1184,9159,1511,255
1185,9159,1512,255
1186,9159,1513,255
1187,9159,1514,255
1188,9159,1515,255
1189,9159,1516,255
1190,9159,1517,255
1191,9159,1518,255
1192,9159,1519,255
1193,9159,1520,255
1194,9159,1521,255
1195,9159,1522,255
1196,9159,1523,255
1197,9159,1524,255
1198,9159,1525,255
1199,9159,1526,255
1200,9159,1527,255
1201,9159,1528,255
1202,9159,1529,255
1203,9159,1530,255
1204,9159,1531,255
1205,9159,1532,255
1206,9159,1533,255
1207,9159,1534,255
1208,9159,1535,255
1209,9159,1536,255
1210,9159,1537,255
1211,9159,1538,255
1212,9159,1539,255
1213,9159,1540,255
1214,9159,1541,255
1215,9159,1542,255
1216,9159,1543,255
1217,9159,1544,255
1218,9159,1545,255
1219,9159,1546,255
1220,9159,1547,255
1221,9159,1548,255
1222,9159,1549,255
1223,9159,1550,255
1224,9159,1551,255
1225,9159,1552,255
1226,9159,1553,255
1227,9159,1554,255
1228,9159,1555,255
1229,9159,1556,255
1230,9159,1557,255
1231,9159,1558,255
1232,9159,1559,255
1233,9159,1560,255
1234,9159,1561,255
1235,9159,1562,255
1236,9159,1563,255
1237,9159,1564,255
1238,9159,1565,255
1239,9159,1566,255
1240,9159,1567,255
1241,9159,1568,255
1242,9159,1569,255
1243,9159,1570,255
1244,9159,1571,255
1245,9159,1572,255
1246,9159,1573,255
1247,9159,1574,255
1248,9159,1575,255
1249,9159,1576,255
1250,9159,1577,255
1251,9159,1578,255
1252,9159,1579,255
1253,9159,1580,255
1254,9159,1581,255
1255,9159,1582,255
1256,9159,1583,255
1257,9159,1584,255
1258,9159,1585,255
1259,9159,1586,255
1260,9159,1587,255
1261,9159,1588,255
1262,9159,1589,255
1263,9159,1590,255
1264,9159,1591,255
1265,9159,1592,255
1266,9159,1593,255
1267,9159,1594,255
1268,9159,1595,255
1269,9159,1596,255
1270,9159,1597,255
1271,9159,1598,255
1272,9159,1599,255
1273,9159,1600,255
1274,9159,1601,255
1275,9159,1602,255
1276,9159,1603,255
1277,9159,1604,255
1278,9159,1605,255
1279,9159,1606,255
1280,9159,1607,255
1281,9159,1608,255
1282,9159,1609,255
1283,9159,1610,255
1284,9159,1611,255
1285,9159,1612,255
1286,9159,1613,255
1287,9159,1614,255
1288,9159,1615,255
1289,9159,1616,255
1290,9159,1617,255
1291,9159,1618,255
1292,9159,1619,255
1293,9159,1620,255
1294,9159,1621,255
1295,9159,1622,255
1296,9159,1623,255
1297,9159,1624,255
1298,9159,1625,255
1299,9159,1626,255
1300,9159,1627,255
1301,9159,1628,255
1302,9159,1629,255
1303,9159,1630,255
1304,9159,1631,255
1305,9159,1632,255
1306,9159,1633,255
1307,9159,1634,255
1308,9159,1635,255
1309,9159,1636,255
1310,9159,1637,255
1311,9159,1638,255
1312,9159,1639,255
1313,9159,1640,255
1314,9159,1641,255
1315,9159,1642,255
1316,9159,1643,255
1317,9159,1644,255
1318,9159,1645,255
1319,9159,1646,255
1320,9159,1647,255
1321,9159,1648,255
1322,9159,1649,255
1323,9159,1650,255
1324,9159,1651,255
1325,9159,1652,255
1326,9159,1653,255
1327,9159,1654,255
1328,9159,1655,255
1329,9159,1656,255
1330,9159,1657,255
1331,9159,1658,255
1332,9159,1659,255
1333,9159,1660,255
1334,9159,1661,255
1335,9159,1662,255
1336,9159,1663,255
1337,9159,1664,255
1338,9159,1665,255
1339,9159,1666,255
1340,9159,1667,255
1341,9159,1668,255
1342,9159,1669,255
1343,9159,1670,255
1344,9159,1671,255
1345,9159,1672,255
1346,9159,1673,255
1347,9159,1674,255
1348,9159,1675,255
1349,9159,1676,255
1350,9159,1677,255
1351,9159,1678,255
1352,9159,1679,255
1353,9159,1680,255
1354,9159,1681,255
1355,9159,1682,255
1356,9159,1683,255
1357,9159,1684,255
1358,9159,1685,255
1359,9159,1686,255
1360,9159,1687,255
1361,9159,1688,255
1362,9159,1689,255
1363,9159,1690,255
1364,9159,1691,255
1365,9159,1692,255
1366,9159,1693,255
1367,9159,1694,255
1368,9159,1695,255
1369,9159,1696,255
1370,9159,1697,255
1371,9159,1698,255
1372,9159,1699,255
1373,9159,1700,255
1374,9159,1701,255
1375,9159,1702,255
1376,9159,1703,255
1377,9159,1704,255
1378,9159,1705,255
1379,9159,1706,255
1380,9159,1707,255
1381,9159,1708,255
1382,9159,1709,255
1383,9159,1710,255
1384,9159,1711,255
1385,9159,1712,255
1386,9159,1713,255
1387,9159,1714,255
1388,9159,1715,255
1389,9159,1716,255
1390,9159,1717,255
1391,9159,1718,255
1392,9159,1719,255
1393,9159,1720,255
1394,9159,1721,255
1395,9159,1722,255
1396,9159,1723,255
1397,9159,1724,255
1398,9159,1725,255
1399,9159,1726,255
1400,9159,1727,255
1401,9159,1728,255
1402,9159,1729,255
1403,9159,1730,255
1404,9159,1731,255
1405,9159,1732,255
1406,9159,1733,255
1407,9159,1734,255
1408,9159,1735,255
1409,9159,1736,255
1410,9159,1737,255
1411,9159,1738,255
1412,9159,1739,255
1413,9159,1740,255
1414,9159,1741,255
1415,9159,1742,255
1416,9159,1743,255
1417,9159,1744,255
1418,7165,1745,255
1419,7166,1745,255
1420,7167,1745,255
1421,7168,1745,255
